ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Has a mobile phone,Has a work phone,Has a phone,Has an email,Family member count,Is high risk,Employment_status_encoded,Education_level_encoded,Marital_status_encoded,Dwelling_encoded
5046181,0,0,0,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5143423,1,1,0,1,315000.0,State servant,Higher education,Married,Municipal apartment,1,0,0,0,3,0,1,2,2,2
5029778,0,0,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5068650,1,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,1,0,3,1,4,3
5028531,0,0,1,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5125581,1,1,1,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,0,3,1,4,1
5033499,0,1,1,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5067966,1,1,1,0,360000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5117079,0,0,0,0,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5009759,1,1,0,0,270000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,3,2,4,1
5125811,1,1,1,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,0,3,1,4,1
5052732,0,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,1,0,3,1,1,1
5091005,0,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5142159,1,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5065594,0,1,0,1,90000.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,3,0,1,1,2,2
5143022,1,0,0,0,270000.0,Working,Secondary / secondary special,Married,With parents,1,1,1,0,2,0,3,1,2,3
5053220,0,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5051044,1,1,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5066918,1,1,1,0,180000.0,Working,Higher education,Married,With parents,1,0,0,0,2,0,3,2,2,3
5116145,0,1,1,1,315000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,3,0,1,2,2,1
5142557,0,0,1,0,114750.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,0,3,1,5,1
5069284,0,0,1,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,0,3,1,2,1
5105916,0,0,0,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,2,1,3,1
5018420,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5146025,0,0,1,0,360000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,0,2,2,2,1
5146539,0,0,1,2,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,4,0,2,1,3,1
5150058,0,0,1,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5114334,0,0,0,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5045397,0,0,1,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,3,1,2,1
5125414,1,1,1,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,4,0,3,1,2,1
5009845,1,1,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5062502,1,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5091342,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,2,1,2,1
5113634,1,0,1,0,135000.0,Working,Higher education,Married,House / apartment,1,0,0,1,2,0,3,2,2,1
5089189,0,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,0,3,1,5,1
5023004,0,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,0,3,1,4,1
5022712,1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5023449,0,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5036711,1,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5142507,0,0,1,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5010241,1,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5041473,0,0,0,2,135000.0,State servant,Incomplete higher,Married,With parents,1,1,1,0,4,0,1,3,2,3
5021296,0,1,1,1,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,3,0,2,2,2,1
5125176,0,0,1,2,157500.0,State servant,Higher education,Married,House / apartment,1,1,1,0,4,0,1,2,2,1
5116473,1,1,1,0,168750.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5116884,1,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5009739,0,1,0,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5061892,0,0,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,2,0,2,2,2,1
5091259,0,0,1,0,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,0,0,1,0,1,1,1,1
5054091,1,0,0,0,176175.0,Commercial associate,Secondary / secondary special,Married,With parents,1,1,0,0,2,0,2,1,2,3
5115694,1,1,1,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5067557,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5045723,1,0,0,1,216000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,2,0,2,2,1,1
5113998,0,0,0,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5065711,0,1,1,0,157500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,3,2,4,1
5041461,0,1,0,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,1,0,2,1,1,1
5053770,0,0,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5085708,0,0,1,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,1,0,0,0,2,0,3,4,3,1
5029393,1,1,1,1,252000.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5009558,0,0,0,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,0,2,1,3,1
5149079,0,1,0,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5009908,1,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5090400,0,0,0,0,36000.0,Working,Secondary / secondary special,Married,With parents,1,1,0,0,2,1,3,1,2,3
5069235,0,1,1,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,0,1,1,2,1
5009213,0,0,0,0,270000.0,Working,Higher education,Married,House / apartment,1,1,1,0,2,0,3,2,2,1
5065657,1,1,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,0,3,1,4,1
5125561,0,0,0,3,135000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,1,1,0,0,5,0,2,1,2,6
5113837,0,0,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,2,0,2,2,2,1
5078844,0,1,1,1,135000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,3,0,3,1,2,3
5136940,0,0,0,1,202500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,0,1,1,2,1
5068770,0,0,0,0,135000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,2,0,3,3,2,1
5029262,1,1,1,2,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,4,0,3,2,2,1
5095274,0,1,1,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5150338,0,1,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5042306,0,1,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5135959,0,0,0,2,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,4,0,3,2,2,1
5094878,1,0,1,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,0,0,1,0,2,1,4,3
5096673,0,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,2,1,2,1
5045711,1,0,1,0,180000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,1,0,2,2,1,1
5053396,0,0,1,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,2,0,3,1,3,1
5116442,1,1,1,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5029620,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5023447,0,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5008947,1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5023075,0,1,1,0,81000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5148590,1,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5142259,0,0,0,0,171000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,1,1,4,1
5028567,0,1,1,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,0,2,1,2,1
5022217,1,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,2,1,2,1
5062155,0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5117000,1,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5022847,1,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,1,0,2,1,1,1
5135485,0,0,1,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,1,0,0,0,1,1,1,2,4,2
5069266,0,1,1,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,3,0,3,1,2,1
5116121,0,1,1,1,560250.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,0,3,1,4,1
5061187,0,0,1,1,180000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,3,0,1,2,2,1
5054252,1,0,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5022354,0,0,1,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,0,3,1,4,1
5105296,0,0,0,0,112500.0,Working,Secondary / secondary special,Widow,With parents,1,1,1,0,1,0,3,1,5,3
5045976,0,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5046358,1,1,0,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5029129,0,0,1,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5010689,1,1,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,1,1,0,3,1,4,1
5042079,0,1,0,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,0,2,2,2,1
5068315,1,0,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,1,0,3,1,4,1
5062161,0,0,1,0,166500.0,Commercial associate,Higher education,Widow,House / apartment,1,0,0,0,1,0,2,2,5,1
5022504,0,0,1,1,720000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,3,0,2,2,2,1
5100164,1,0,0,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5118534,0,1,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5028460,1,1,1,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,1,1,2,1
5045164,0,1,1,2,126000.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,4,0,3,3,2,1
5028308,1,0,0,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,0,2,1,3,1
5068735,1,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5066509,0,0,1,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,1,0,3,1,4,1
5068044,0,1,1,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5010806,0,0,1,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5067060,0,1,1,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5089163,0,1,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,2,0,3,2,2,1
5023683,0,0,1,1,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,3,0,2,1,3,1
5149585,0,1,1,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5125172,0,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5036958,1,1,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,3,1,2,1
5048045,0,0,1,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,2,0,2,2,3,1
5125687,0,0,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5115432,1,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5047836,1,1,1,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5118574,0,0,1,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5125197,0,0,1,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,1,0,3,3,4,1
5113385,0,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,0,3,1,2,2
5044620,0,1,0,1,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,2,0,2,2,4,1
5026190,1,1,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,2,1,2,1
5091840,1,1,0,1,202500.0,Working,Secondary / secondary special,Married,With parents,1,0,1,0,3,0,3,1,2,3
5091943,0,0,1,0,225000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,1,1,0,3,2,4,1
5069512,0,1,0,1,112500.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5026609,0,1,1,0,225000.0,State servant,Higher education,Separated,House / apartment,1,0,0,0,1,0,1,2,1,1
5024800,0,0,1,0,157500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,3,2,4,1
5143075,0,1,0,1,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5139913,0,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,3,0,1,2,2,1
5009381,1,1,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,0,3,1,2,1
5088311,0,0,1,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5065640,1,1,1,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,4,0,3,1,2,1
5091598,0,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5091621,0,1,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,2,0,2,2,2,1
5149823,0,0,1,0,103500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,0,2,2,2,1
5096990,1,0,1,1,540000.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5024826,0,0,0,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,3,1,2,1
5068232,1,0,1,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,1,1,2,1
5091963,1,1,0,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,2,0,3,1,2,2
5069267,0,1,1,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,3,0,3,1,2,1
5068394,0,1,1,1,270000.0,Working,Higher education,Separated,House / apartment,1,0,1,1,2,0,3,2,1,1
5068752,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5025101,0,0,1,0,126000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5125806,0,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,1,1,0,3,1,1,1
5132589,0,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5036995,0,0,1,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,2,1,2,1
5114366,0,0,0,0,202500.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,2,0,3,2,3,1
5058454,0,0,1,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5143535,0,0,1,0,270000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,3,2,4,1
5148736,0,1,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5062645,0,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,0,2,1,3,1
5118259,1,0,0,0,450000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,2,0,2,3,2,1
5038881,1,1,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,2,0,3,1,3,1
5065658,1,1,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,0,3,1,4,1
5149996,1,1,1,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5092393,1,1,1,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,0,2,1,2,1
5079055,1,1,1,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5061620,1,1,1,0,427500.0,State servant,Incomplete higher,Single / not married,Rented apartment,1,0,1,0,1,0,1,3,4,5
5011003,0,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,0,3,1,2,1
5149114,1,1,1,0,90000.0,Commercial associate,Incomplete higher,Married,With parents,1,0,0,0,2,0,2,3,2,3
5139470,1,1,1,0,135000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,2,0,3,3,2,1
5139467,1,1,1,0,135000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,2,0,3,3,2,1
5021568,0,0,1,2,126000.0,Working,Higher education,Married,House / apartment,1,0,1,1,4,0,3,2,2,1
5092315,1,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5066720,0,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,2,1,2,1
5117464,1,0,0,1,202500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,3,0,2,2,2,1
5038554,1,1,1,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5028551,0,1,1,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,0,2,1,2,1
5114211,1,1,0,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,0,3,1,2,1
5009897,0,1,1,2,90000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,4,0,1,2,2,1
5009399,0,0,0,1,76500.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,3,0,3,2,3,1
5097007,0,0,1,0,225000.0,Working,Higher education,Married,House / apartment,1,1,0,0,2,0,3,2,2,1
5054687,1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,2,2,4,1
5022690,0,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,2,1,4,1
5114129,0,0,0,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5113840,0,0,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,2,0,2,2,2,1
5048300,1,1,0,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,1,2,1,2,1
5052969,0,0,1,1,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,3,0,2,2,3,1
5145983,0,1,0,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1,0,1,1,5,1
5024676,0,0,1,1,180000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,2,0,3,2,1,1
5028515,0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5118464,1,1,0,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,0,3,1,2,1
5056139,1,1,1,0,202500.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,2,0,3,3,2,1
5029458,0,1,1,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,1,3,0,2,2,3,1
5090103,1,1,1,0,179100.0,Commercial associate,Secondary / secondary special,Married,Office apartment,1,0,0,0,2,0,2,1,2,6
5022568,0,0,1,1,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5067461,0,0,1,1,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,3,0,2,1,3,1
5028844,1,1,1,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5010249,1,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5146085,1,0,0,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,1,1,0,3,1,4,2
5054094,1,1,0,2,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,4,0,3,2,2,1
5021559,1,1,1,0,360000.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,2,0,3,3,2,1
5041786,0,0,0,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5067696,1,1,1,0,450000.0,Working,Higher education,Married,House / apartment,1,0,1,0,2,0,3,2,2,1
5111158,0,1,1,1,81000.0,Working,Higher education,Married,House / apartment,1,1,1,0,3,0,3,2,2,1
5036086,0,0,1,1,85500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,0,3,1,2,1
5025060,1,1,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5022240,0,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,0,3,1,2,1
5047814,0,1,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5079081,1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5149403,0,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,3,0,2,1,2,3
5068903,1,0,0,0,225000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,1,0,0,0,1,0,3,1,4,4
5146095,0,1,1,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5095495,0,0,1,0,337500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,2,0,1,2,2,1
5054630,1,1,1,1,360000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,3,0,2,2,2,1
5118363,0,0,0,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,0,2,0,3,2,2,1
5095270,0,1,1,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5117754,1,1,0,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5135593,0,1,1,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,3,0,3,1,3,1
5092176,1,1,0,2,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,4,0,2,3,2,1
5112796,0,1,1,0,382500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,1,0,3,1,4,1
5137134,1,1,0,0,326250.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,2,0,2,2,2,1
5053461,1,1,1,0,369000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5046371,0,0,1,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,2,1,4,1
5091307,0,0,1,1,270000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,1,0,0,0,3,0,3,1,3,2
5139807,0,0,0,0,90000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5091545,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5024047,0,1,1,1,144000.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5089667,1,0,0,0,157500.0,Working,Lower secondary,Married,House / apartment,1,1,0,0,2,0,3,4,2,1
5100464,1,1,1,1,315000.0,Working,Higher education,Married,House / apartment,1,0,1,0,3,0,3,2,2,1
5025948,0,0,1,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5067346,1,1,1,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5117271,0,1,0,0,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,0,2,2,2,1
5150333,1,0,1,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
